Timestamp,Voltage (V),Power Factor,Grid Supply (kW),Grid Frequency (Hz),Generation Capacity (MW),Power Consumption (kW),Current (A),Reactive Power (kVAR),Temperature (°C),Humidity (%),Transformer Fault,Line Trip Events,Overload Condition,Grid Collapse Events
2010-08-08,339261.39,0.863,5040673.25,49.92,3833.57,4925513.21,9716.6,2887801.04,28.1,65.0,0,0,0,0
2010-08-15,309315.76,0.863,4226203.86,49.85,3953.31,5606835.85,12123.89,3279232.34,30.0,68.3,0,1,1,1
2010-08-22,295722.16,0.911,3295694.9,49.96,3735.33,4710126.94,10098.17,2137245.04,23.1,86.4,0,1,1,1
2010-08-29,305635.27,0.836,4301336.65,50.04,3242.76,5920888.62,13381.72,3889154.68,29.4,68.2,0,0,1,1
2010-09-05,323895.78,0.817,4152463.35,50.08,4160.8,4773720.96,10420.7,3374606.03,24.8,69.8,0,0,1,0
2010-09-12,295260.9,0.853,4515901.1,49.76,4877.47,4825552.68,11059.44,2950073.79,30.5,65.2,0,1,0,1
2010-09-19,282943.32,0.843,4269272.54,50.01,4009.2,5469145.34,13236.94,3488602.62,25.1,81.0,0,1,1,1
2010-09-26,323359.07,0.844,3944617.61,50.14,4112.63,3708978.65,7842.18,2352640.79,30.1,89.6,0,0,0,0
2010-10-03,284620.98,0.835,3510280.71,50.58,4346.36,4074116.4,9896.87,2684332.12,31.3,74.5,0,1,1,1
2010-10-10,310100.56,0.806,3916390.7,50.07,3365.33,4714290.49,10885.51,3458262.15,30.6,70.8,1,1,1,1
2010-10-17,287324.85,0.803,3659791.82,49.78,4851.26,4938866.19,12363.76,3669678.63,28.8,70.4,0,1,1,1
2010-10-24,303511.33,0.948,3767790.62,50.33,4101.16,4821845.03,9673.79,1616158.2,27.3,46.2,1,1,1,1
2010-10-31,280994.16,0.864,4235431.36,49.84,4815.93,5745119.47,13659.79,3345403.33,26.3,77.5,1,1,1,1
2010-11-07,297412.83,0.858,4667961.8,50.07,3633.48,4638998.17,10500.12,2781484.93,36.4,36.3,1,0,0,1
2010-11-14,297146.35,0.902,4157868.61,50.2,4909.03,5213804.85,11231.63,2496336.71,29.9,39.3,1,1,1,1
2010-11-21,303081.12,0.833,3521646.78,50.03,4387.58,4938651.63,11297.45,3283588.32,28.9,27.9,1,0,1,1
2010-11-28,335285.61,0.942,4177841.07,50.01,4276.52,4460069.37,8148.68,1581607.48,34.0,31.2,0,0,0,0
2010-12-05,313656.63,0.918,4478652.59,49.95,4117.01,4310504.2,8643.57,1862780.63,29.6,30.9,1,1,0,1
2010-12-12,291540.79,0.813,3756086.84,49.64,3875.74,4563039.46,11109.23,3263129.42,29.1,45.2,1,1,1,1
2010-12-19,286996.31,0.863,3946393.13,49.89,4600.27,5138545.9,11983.26,3013081.83,27.7,31.2,1,0,1,1
2010-12-26,290936.06,0.932,4005875.28,49.35,4070.18,5493943.67,11699.62,2138922.24,30.6,55.8,0,0,1,1
2011-01-02,326615.39,0.942,3686040.67,50.13,3016.47,3060841.06,5745.48,1093486.96,31.8,39.3,0,0,0,0
2011-01-09,333058.38,0.87,4259312.17,50.09,3441.41,4403224.12,8772.34,2494121.47,32.7,22.2,0,0,0,0
2011-01-16,335155.0,0.892,3951620.74,49.65,3907.08,4205729.23,8122.03,2131184.25,34.9,33.7,0,0,0,0
2011-01-23,334656.4,0.825,4167812.98,49.86,4155.0,4730306.01,9891.14,3239626.41,33.6,28.5,0,0,1,0
2011-01-30,277074.86,0.949,3645003.13,50.38,3971.71,4828351.31,10605.31,1609586.22,31.4,13.1,0,1,1,1
2011-02-06,328453.94,0.835,3825016.68,49.8,4609.49,4239102.02,8926.52,2796245.68,31.4,51.0,0,0,1,0
2011-02-13,288302.3,0.941,4288952.54,49.8,3024.45,5358738.05,11399.22,1919795.86,33.5,42.0,0,1,1,1
2011-02-20,334877.73,0.897,3850866.74,50.09,4071.79,3308663.88,6356.19,1626308.22,35.8,40.3,0,0,0,0
2011-02-27,281095.38,0.891,4690785.54,50.45,3091.01,5615903.25,12943.43,2859045.76,32.4,36.7,1,0,1,1
2011-03-06,329071.71,0.877,3840145.53,49.95,4379.86,4416794.0,8836.99,2421027.06,30.6,21.2,0,0,1,0
2011-03-13,285554.48,0.835,4089873.89,49.93,3952.77,5632917.79,13645.99,3717856.91,29.0,30.2,1,0,1,1
2011-03-20,286225.88,0.826,4373036.33,49.82,4209.8,5536747.38,13513.05,3771428.76,27.7,43.4,1,1,1,1
2011-03-27,334062.63,0.833,3432653.71,50.35,3568.06,3751664.23,7783.1,2491117.4,34.0,24.5,0,0,0,0
2011-04-03,301603.43,0.828,3295676.48,50.53,4639.73,4643371.96,10735.55,3144941.75,29.7,44.7,1,0,1,1
2011-04-10,280458.72,0.917,3389737.47,50.01,4520.86,4065999.31,9128.47,1769430.6,29.7,67.7,0,0,1,1
2011-04-17,335017.66,0.853,4505033.64,49.84,4291.77,4671692.72,9443.7,2864309.67,27.6,68.6,0,0,0,0
2011-04-24,331808.18,0.809,3779256.74,49.83,3935.24,4599003.8,9895.58,3345443.54,32.2,71.4,0,0,1,0
2011-05-01,326774.4,0.945,5023279.71,50.1,4289.93,4800970.45,8972.65,1655632.07,26.5,77.3,0,1,0,0
2011-05-08,293260.48,0.933,3774300.96,50.39,3646.55,5143589.94,10858.55,1991070.61,30.9,76.4,1,1,1,1
2011-05-15,293213.82,0.939,4073820.52,49.91,4427.78,5051473.28,10590.88,1847433.25,27.9,72.6,1,0,1,1
2011-05-22,329820.87,0.949,4616843.98,50.13,4824.74,5459617.51,10068.14,1809244.85,26.2,82.0,0,0,1,0
2011-05-29,337823.22,0.826,4802437.16,49.7,4535.31,4366944.95,9034.48,2979086.92,29.8,54.8,0,0,0,0
2011-06-05,277066.84,0.859,4824601.43,50.51,3635.2,5936441.15,14393.53,3531341.44,29.2,75.0,1,1,1,1
2011-06-12,334109.51,0.914,4483346.49,49.8,4180.71,4377194.24,8278.01,1946397.56,29.1,76.3,0,0,0,0
2011-06-19,295224.83,0.904,4409625.01,49.77,3353.43,4422051.52,9561.99,2086234.48,28.2,57.6,1,0,0,1
2011-06-26,289397.83,0.823,4237010.78,50.12,4286.2,5219032.71,12649.98,3601074.64,27.9,55.0,0,1,1,1
2011-07-03,330458.8,0.922,4311344.43,50.4,4225.3,4962129.71,9399.02,2078167.5,35.2,62.5,0,0,1,0
2011-07-10,287112.97,0.834,3779525.71,51.07,3065.09,4632601.72,11174.28,3068904.4,31.6,63.4,0,0,1,1
2011-07-17,293489.68,0.834,3672720.45,50.25,3419.11,3826009.22,9029.2,2535502.13,30.2,77.5,1,1,0,1
2011-07-24,331785.56,0.881,3998650.22,49.96,3858.43,4161857.22,8224.64,2240149.99,28.3,63.9,0,0,0,0
2011-07-31,337389.47,0.889,3931926.15,50.11,3849.57,4094143.53,7881.3,2109483.95,31.0,61.4,0,0,0,0
2011-08-07,327408.65,0.887,3818708.78,50.18,3395.26,4219031.52,8387.49,2196264.43,29.6,63.9,0,0,1,0
2011-08-14,325957.53,0.814,4278554.98,49.94,4194.49,4898771.99,10663.23,3499255.8,28.1,81.2,0,0,1,0
2011-08-21,327491.21,0.932,4382122.08,50.36,4125.74,4575191.73,8657.86,1784838.65,27.1,70.1,0,0,0,0
2011-08-28,334577.01,0.84,4035362.75,50.05,3902.87,4985893.79,10244.48,3222652.77,27.8,68.2,0,0,1,0
2011-09-04,295143.1,0.819,4591012.03,50.24,3622.1,5805216.01,13858.45,4060705.14,18.5,68.9,1,1,1,1
2011-09-11,279622.43,0.933,3543324.35,49.81,4524.35,4579919.22,10132.07,1761996.43,28.6,82.9,1,1,1,1
2011-09-18,332566.34,0.943,3922536.22,50.08,4827.7,3486519.89,6416.25,1226321.32,26.5,62.5,0,0,0,0
2011-09-25,330485.39,0.929,3713271.07,50.17,3758.22,3801402.03,7146.05,1510538.71,32.8,83.2,0,0,0,0
2011-10-02,334843.22,0.921,3253385.35,49.88,3693.92,3306614.98,6187.57,1394344.29,28.1,72.1,0,0,0,0
2011-10-09,326489.73,0.898,3966927.73,49.89,4245.6,4546220.08,8949.64,2223853.99,24.4,68.4,0,0,1,0
2011-10-16,328361.69,0.883,3951301.0,49.78,3820.99,4331607.25,8628.95,2306930.61,27.9,95.0,0,0,0,0
2011-10-23,281209.28,0.813,4605379.9,49.88,3930.3,4887912.23,12342.89,3500071.37,24.9,59.4,1,0,0,1
2011-10-30,322682.43,0.861,4252324.67,50.16,4369.83,4538189.07,9427.76,2677546.91,29.4,66.5,0,0,0,0
2011-11-06,331480.6,0.856,3590325.27,50.09,3045.32,4010943.07,8162.12,2423407.95,32.9,22.7,0,0,1,0
2011-11-13,331305.28,0.839,4741637.03,50.33,4659.15,5703255.88,11846.53,3699382.71,34.9,44.5,0,0,1,0
2011-11-20,330025.57,0.909,4488413.48,50.0,4036.34,5111182.63,9841.97,2350809.63,29.6,51.9,0,0,1,0
2011-11-27,328827.06,0.874,4232839.08,50.13,3794.25,4766535.18,9571.36,2645196.46,32.1,51.7,0,0,1,0
2011-12-04,279563.4,0.812,3909406.36,49.92,3955.38,4984010.68,12673.54,3580424.3,27.9,47.2,0,1,1,1
2011-12-11,327896.77,0.833,3616224.31,49.92,3981.21,3937457.85,8322.6,2614951.14,34.1,33.0,0,0,0,0
2011-12-18,303525.04,0.902,3851117.29,49.84,3134.4,5242431.57,11049.33,2501953.4,33.6,31.3,0,1,1,1
2011-12-25,325988.61,0.811,4435499.45,50.17,4747.47,4066121.08,8875.07,2928819.28,33.5,18.3,0,0,0,0
2012-01-01,329193.57,0.928,4753834.52,49.94,4020.66,4825408.57,9122.7,1942133.57,32.0,55.4,0,0,0,0
2012-01-08,332020.25,0.874,4617297.41,49.99,4221.5,4491444.31,8933.35,2493858.49,33.2,39.7,0,0,0,0
2012-01-15,311270.17,0.872,3804460.23,50.19,4475.77,5099134.51,10845.21,2861244.43,36.8,30.1,1,0,1,1
2012-01-22,295567.68,0.889,3552153.03,49.57,3489.42,5269069.31,11579.3,2716019.68,31.1,48.3,1,1,1,1
2012-01-29,331287.75,0.924,4056354.5,50.18,4236.74,4017018.29,7578.89,1666084.16,32.4,25.3,0,0,0,0
2012-02-05,291511.17,0.852,3292624.25,49.77,3866.18,3078844.85,7155.58,1890517.51,28.7,39.1,0,1,0,1
2012-02-12,302624.8,0.902,4129267.09,49.65,4423.39,4582916.51,9696.47,2197462.11,29.4,33.3,1,0,1,1
2012-02-19,329867.43,0.885,3940958.97,50.01,2936.39,4498003.16,8897.03,2368090.63,32.3,41.4,0,0,1,0
2012-02-26,330301.15,0.84,3813585.4,50.0,3950.45,4209294.42,8758.53,2718339.23,35.3,34.4,0,0,1,0
2012-03-04,342316.21,0.932,3362118.77,49.87,3698.59,3674186.01,6650.48,1431301.63,31.2,20.5,0,0,0,0
2012-03-11,329038.2,0.92,4205440.04,50.14,4216.13,4297962.54,8200.69,1835923.21,31.3,35.8,0,0,0,0
2012-03-18,310972.44,0.899,3786919.66,49.91,4235.02,4043445.03,8352.6,1972419.86,30.8,45.5,0,0,0,1
2012-03-25,299532.89,0.928,3532033.27,49.77,3646.19,4610119.73,9579.71,1856829.15,30.4,34.7,0,0,1,1
2012-04-01,324156.61,0.93,2851095.11,49.89,3643.91,2755788.19,5277.2,1088341.02,28.9,77.8,0,0,0,0
2012-04-08,288823.54,0.906,3988994.04,49.12,3944.67,6006892.54,13249.71,2801982.94,23.5,59.5,1,1,1,1
2012-04-15,333759.67,0.926,4708900.64,50.22,3551.68,5212991.85,9742.98,2132506.52,31.8,69.7,0,0,1,0
2012-04-22,333955.16,0.905,4664503.69,49.9,4420.99,4626885.26,8842.47,2179984.84,26.0,63.8,0,0,0,0
2012-04-29,298851.99,0.902,3817161.5,49.54,3815.4,4500712.09,9639.35,2153963.99,30.2,77.5,1,0,1,1
2012-05-06,303269.79,0.893,3759115.18,50.6,2546.51,4878200.31,10402.07,2461359.7,24.2,70.3,1,0,1,1
2012-05-13,287936.5,0.913,4187509.7,49.5,3812.59,5247451.9,11525.62,2346167.78,30.0,76.9,0,1,1,1
2012-05-20,332934.29,0.824,3600645.82,50.21,3480.73,4182810.4,8805.06,2878412.94,30.0,80.9,0,0,1,0
2012-05-27,317581.83,0.932,4120716.76,50.16,3184.36,4968253.25,9689.71,1930110.42,29.2,76.9,0,1,1,1
2012-06-03,295797.63,0.931,4306432.11,50.35,3381.29,4882953.58,10239.57,1917917.24,25.0,72.7,1,1,1,1
2012-06-10,327168.51,0.804,4490773.29,49.73,4054.7,5564266.01,12207.05,4109664.8,28.7,60.0,0,0,1,0
2012-06-17,330498.26,0.924,3959938.37,50.24,4664.32,4177461.08,7898.97,1730450.81,24.5,70.0,0,0,0,0
2012-06-24,295776.52,0.819,3918530.5,49.61,4156.59,5534284.0,13184.94,3872581.56,27.2,64.7,1,1,1,1
2012-07-01,322246.68,0.85,3648806.97,49.93,3696.75,3609317.2,7605.37,2234313.79,31.1,66.6,0,0,0,0
2012-07-08,330342.81,0.912,3669247.86,50.03,4227.95,3985946.38,7642.52,1798289.69,30.4,66.3,0,0,0,0
2012-07-15,324688.48,0.824,3909408.44,49.64,3770.45,4226504.47,9119.41,2904930.13,28.0,60.2,0,0,0,0
2012-07-22,303769.76,0.923,4146946.2,49.65,3652.7,4108517.07,8462.95,1716665.78,25.1,50.4,1,0,0,1
2012-07-29,299321.2,0.925,4365433.85,50.07,3422.82,6370517.18,13286.77,2620374.04,29.9,63.3,0,1,1,1
2012-08-05,337749.67,0.876,3678728.42,49.73,3124.09,4337457.89,8462.84,2386724.22,28.1,71.9,0,0,1,0
2012-08-12,280093.33,0.801,4597075.43,49.32,3805.04,5876609.45,15123.55,4392799.91,21.0,56.5,1,1,1,1
2012-08-19,302580.6,0.843,3891550.56,50.59,4079.03,4054436.84,9176.4,2586522.37,30.3,70.2,1,1,0,1
2012-08-26,297258.51,0.893,3991453.08,49.68,3951.69,5451771.39,11863.57,2754597.83,27.9,89.0,0,0,1,1
2012-09-02,306344.17,0.947,3701115.33,50.4,3792.02,4952301.48,9853.83,1676818.46,31.6,80.2,1,0,1,1
2012-09-09,331137.3,0.895,3030303.9,49.89,3527.13,3289597.59,6410.05,1641626.89,24.7,86.4,0,0,0,0
2012-09-16,336535.71,0.839,4353618.16,49.66,4304.12,4654704.55,9518.17,3019155.41,18.5,73.9,0,0,0,0
2012-09-23,321962.58,0.895,4294737.56,49.78,3341.43,4726891.66,9469.73,2354538.59,28.8,81.7,0,0,1,0
2012-09-30,330923.17,0.881,3887468.98,50.25,4388.01,4644478.03,9197.6,2494214.0,28.9,62.8,0,0,1,0
2012-10-07,331299.41,0.917,4026796.29,49.97,3498.89,4456899.69,8470.19,1939021.6,22.9,63.6,0,0,1,0
2012-10-14,284491.35,0.816,4206375.69,49.96,3623.78,4638642.47,11535.75,3285432.54,25.1,42.6,0,0,1,1
2012-10-21,323815.25,0.914,3374981.66,50.03,3266.61,4003593.2,7808.59,1775327.63,36.3,81.9,0,0,1,0
2012-10-28,305318.04,0.881,3788378.93,50.12,3749.3,5976571.69,12825.36,3206457.08,27.1,85.4,1,1,1,1
2012-11-04,332609.71,0.944,4317705.87,50.22,4487.66,5894556.55,10833.71,2051245.76,34.2,29.5,0,0,1,0
2012-11-11,331484.92,0.851,3498284.23,50.29,4257.81,3280168.3,6711.18,2021821.97,30.0,32.5,0,0,0,0
2012-11-18,294544.49,0.895,4117423.17,49.74,4489.21,5088161.29,11144.95,2537448.48,25.7,27.5,0,1,1,1
2012-11-25,331732.24,0.94,3457367.28,49.73,4261.07,2910377.65,5389.69,1058215.08,31.5,38.8,0,0,0,0
2012-12-02,283880.35,0.815,4186571.99,49.64,3448.17,5341542.14,13323.32,3792585.48,31.2,46.2,0,1,1,1
2012-12-09,331161.27,0.941,3985743.41,50.05,3834.61,3966532.01,7352.13,1431957.77,30.8,17.6,0,0,0,0
2012-12-16,331465.36,0.903,3353947.27,49.81,3609.9,4166758.22,8035.7,1980336.54,31.7,39.1,0,0,1,0
2012-12-23,326428.24,0.81,4465895.74,49.81,4665.29,4343255.56,9481.74,3142481.0,32.8,32.2,0,0,0,0
2012-12-30,288764.14,0.845,3706163.37,50.25,3401.61,3903602.78,9234.87,2468954.55,31.5,36.1,0,0,0,1
2013-01-06,289990.44,0.906,3675899.03,50.37,4446.85,4410390.0,9689.39,2057639.99,28.2,39.6,1,1,1,1
2013-01-13,324043.48,0.81,4080227.68,50.01,4446.48,3478195.07,7649.8,2517242.35,33.5,33.1,0,1,0,0
2013-01-20,333282.77,0.887,4459454.94,49.85,4914.81,5017377.1,9795.36,2607533.2,26.2,34.0,0,0,1,0
2013-01-27,287266.93,0.852,3593671.27,49.78,3795.16,3894153.67,9187.28,2394105.95,25.8,32.9,0,1,0,1
2013-02-03,284652.24,0.893,4024671.94,49.62,4356.16,5225674.38,11867.22,2631650.3,34.2,44.7,1,0,1,1
2013-02-10,335792.98,0.807,4171526.6,50.18,5140.83,3513338.2,7486.67,2572279.31,33.5,39.2,0,0,0,0
2013-02-17,325896.59,0.931,4277242.24,50.21,3691.18,4354105.23,8287.71,1710829.6,31.8,37.2,0,0,0,0
2013-02-24,334816.88,0.946,4070576.62,49.63,3232.48,4943055.12,9010.02,1693443.08,27.8,22.3,0,0,1,0
2013-03-03,284099.89,0.945,3853188.86,49.8,3059.99,5087990.98,10937.81,1755200.85,29.9,31.2,1,1,1,1
2013-03-10,334110.3,0.912,3668963.91,49.7,4356.36,3535599.42,6695.83,1585562.71,31.2,44.0,0,0,0,0
2013-03-17,312911.32,0.82,4034457.55,50.13,3058.42,4787781.57,10779.45,3347951.28,27.2,35.4,0,1,1,1
2013-03-24,328773.06,0.914,3571144.4,49.98,3813.84,3756135.7,7218.75,1670191.73,29.8,41.6,0,0,0,0
2013-03-31,292264.34,0.804,2831459.81,50.19,4218.66,3661395.74,8999.59,2710898.53,34.0,52.7,0,0,1,1
2013-04-07,305848.34,0.803,4174623.92,49.81,4092.59,4651557.69,10930.6,3448486.8,32.3,80.4,0,1,1,1
2013-04-14,325920.95,0.849,4361573.94,49.8,4212.72,4838105.23,10100.18,3016918.59,26.7,70.9,1,0,1,0
2013-04-21,297064.23,0.873,3054827.03,50.25,4111.14,2820885.19,6277.88,1573697.67,30.3,64.9,1,0,0,1
2013-04-28,284263.78,0.916,3596107.72,49.93,4639.43,4232146.88,9388.39,1859056.76,22.3,44.5,0,1,1,1
2013-05-05,284113.28,0.902,4247661.7,49.58,3523.84,5314582.48,11966.65,2536304.26,30.0,68.3,0,1,1,1
2013-05-12,302977.27,0.867,4822998.19,50.49,3661.5,6548546.74,14395.03,3765779.67,25.6,66.7,0,1,1,1
2013-05-19,285277.19,0.841,4008317.48,50.32,3613.67,4727325.81,11375.46,3040656.53,28.9,73.9,0,0,1,1
2013-05-26,337267.67,0.95,3708798.82,49.95,4415.1,3372943.7,6080.61,1113787.07,27.3,68.5,0,0,0,0
2013-06-02,307204.99,0.864,3926841.42,50.14,4450.2,4851252.18,10553.29,2827983.34,32.0,66.8,0,0,1,1
2013-06-09,343600.85,0.868,4549950.57,50.27,4225.61,4867846.52,9426.45,2788588.6,25.4,52.2,0,0,0,0
2013-06-16,333128.34,0.825,3741614.33,49.74,4591.75,3899111.09,8195.58,2675554.23,29.9,60.6,0,0,0,0
2013-06-23,301108.36,0.919,3680323.2,49.8,3410.98,4113444.23,8580.29,1761960.18,27.2,74.8,0,0,1,1
2013-06-30,324645.54,0.904,3806902.59,50.16,4833.61,3814198.98,7503.08,1803293.52,27.5,87.2,0,0,0,0
2013-07-07,291315.41,0.833,3618668.56,49.34,4761.62,4755578.68,11312.9,3157193.29,27.4,69.0,1,0,1,1
2013-07-14,328882.69,0.812,4049068.13,50.16,4367.81,4041904.28,8734.49,2901528.96,25.5,73.3,0,0,0,0
2013-07-21,333570.0,0.902,4649871.38,50.31,4890.9,4841403.66,9289.26,2316271.83,28.0,79.5,0,0,0,0
2013-07-28,287039.82,0.898,4129231.71,50.17,3171.69,6008700.17,13456.0,2941106.13,27.8,61.9,0,1,1,1
2013-08-04,299259.33,0.841,3899058.6,49.68,3737.78,4564911.44,10472.1,2936847.17,28.7,73.7,0,0,1,1
2013-08-11,309375.08,0.943,3883275.49,49.97,3632.35,4265908.35,8445.48,1510809.33,28.3,62.6,0,1,0,1
2013-08-18,322425.76,0.823,3374723.68,50.05,4360.74,3807899.72,8288.49,2631621.67,30.4,78.6,0,0,1,0
2013-08-25,283365.31,0.865,4353243.91,50.41,3474.93,5435471.24,12805.28,3155193.16,30.8,71.5,0,1,1,1
2013-09-01,334281.99,0.942,3968865.12,50.07,4378.75,4041004.19,7412.69,1445917.11,24.8,73.0,0,0,0,0
2013-09-08,331070.47,0.863,3927808.03,50.08,4685.27,3817375.21,7714.25,2235122.87,30.6,62.2,0,0,0,0
2013-09-15,323771.31,0.896,5277243.03,49.73,4347.6,5404002.33,10757.61,2681553.01,24.4,77.1,0,0,0,0
2013-09-22,306121.2,0.86,4119501.16,49.79,4141.88,6136763.65,13463.85,3647207.96,29.8,90.8,0,1,1,1
2013-09-29,331926.59,0.841,3699283.58,50.23,3506.06,4180977.82,8645.91,2688276.22,29.9,59.9,0,1,1,0
2013-10-06,282431.49,0.948,3829456.96,49.97,3576.57,5013783.17,10816.04,1690328.36,22.3,66.6,1,0,1,1
2013-10-13,305121.13,0.861,4459378.28,49.78,4624.81,5065501.07,11127.17,2986887.17,28.3,72.3,0,0,1,1
2013-10-20,297216.81,0.934,4045308.16,49.24,4389.67,4300798.36,8943.65,1643552.54,26.6,77.9,1,1,0,1
2013-10-27,324285.15,0.834,3424688.81,50.1,3980.49,2623627.16,5597.47,1732388.55,25.7,64.4,0,0,0,0
2013-11-03,331788.94,0.832,4367691.57,50.11,3791.05,4232563.57,8852.7,2822641.34,36.1,6.7,0,0,0,0
2013-11-10,332803.92,0.805,3732742.37,49.99,2987.1,4276492.14,9219.78,3155390.18,30.0,48.6,0,0,1,0
2013-11-17,335415.26,0.898,4749319.11,50.22,3464.57,5232299.46,10032.14,2567368.91,29.6,42.6,0,0,1,0
2013-11-24,335269.01,0.855,4432019.23,49.93,4955.71,4555445.08,9172.1,2759900.91,32.2,17.6,0,0,0,0
2013-12-01,305285.89,0.93,3821071.24,49.84,3359.77,5204393.06,10587.21,2062571.8,34.1,28.9,0,1,1,1
2013-12-08,325310.87,0.871,4512406.54,49.8,4094.74,4427173.71,9021.08,2497344.19,31.6,50.7,0,0,0,0
2013-12-15,332575.18,0.945,4027142.2,50.0,4503.72,4310958.63,7917.47,1488666.65,35.5,49.5,0,0,0,0
2013-12-22,332568.93,0.828,4341109.47,49.97,3372.54,4890641.09,10256.12,3314158.13,33.6,44.4,0,0,1,0
2013-12-29,332575.24,0.93,4193893.13,50.05,4092.36,3725902.13,6952.82,1469128.74,25.5,33.2,0,0,0,0
2014-01-05,296950.39,0.916,3661457.34,50.31,4468.96,4563200.26,9680.49,1991891.68,30.4,35.8,1,1,1,1
2014-01-12,332854.45,0.916,3742580.07,49.97,4006.25,4278680.29,8105.33,1878518.05,30.3,33.7,0,0,1,0
2014-01-19,290836.23,0.927,4411984.33,50.11,5434.2,5333845.01,11425.73,2162729.68,33.4,46.3,0,1,1,1
2014-01-26,295184.98,0.914,3866089.87,49.77,3165.7,5343000.49,11431.71,2369275.04,24.1,26.2,1,0,1,1
2014-02-02,333256.96,0.894,3838540.61,49.68,4529.36,5110884.19,9904.93,2562497.21,39.6,26.9,0,0,1,0
